AREA,PERIMETER,MAJOR_AXIS,MINOR_AXIS,ECCENTRICITY,EQDIASQ,SOLIDITY,CONVEX_AREA,EXTENT,ASPECT_RATIO,ROUNDNESS,COMPACTNESS,SHAPEFACTOR_1,SHAPEFACTOR_2,SHAPEFACTOR_3,SHAPEFACTOR_4,MeanRR,MeanRG,MeanRB,StdDevRR,StdDevRG,StdDevRB,SkewRR,SkewRG,SkewRB,KurtosisRR,KurtosisRG,KurtosisRB,EntropyRR,EntropyRG,EntropyRB,ALLdaub4RR,ALLdaub4RG,ALLdaub4RB,Class
162728,1511.626,568.4935,365.8966,0.7653,455.1832,0.9932,163847,0.8158,1.5537,0.8949,0.8007,0.0035,0.0022,0.6411,0.9961,145.6967,147.2663,121.0193,35.9217,30.2364,29.3607,-1.2989,-0.8785,-0.5976,4.0863,3.1285,2.8413,-37080555520,-37146513408,-24608387072,72.8502,73.6361,60.5138,DOKOL
102533,1198.348,427.9125,306.0871,0.6988,361.3157,0.9871,103878,0.7234,1.398,0.8972,0.8444,0.0042,0.003,0.713,0.9967,133.1886,128.9128,121.6643,30.1732,19.8848,23.7238,-0.8456,-0.151,0.0731,3.3462,3.0034,2.4758,-18972741632,-17073910784,-15300801536,66.5942,64.4598,60.8364,DOKOL
135777,1436.8719,554.0663,317.0632,0.8201,415.7844,0.9818,138291,0.7463,1.7475,0.8264,0.7504,0.0041,0.0023,0.5631,0.9841,144.4103,147.6186,133.8505,38.2381,29.5822,29.532,-1.1659,-1.1672,-0.7623,3.3571,3.8939,2.7341,-30679252992,-31076628480,-25321754624,72.2044,73.811,66.9246,DOKOL
152960,1476.855,548.2127,358.0435,0.7573,441.3102,0.9893,154608,0.7532,1.5311,0.8813,0.805,0.0036,0.0023,0.648,0.9922,140.3079,145.715,120.8575,36.3946,31.4587,32.1839,-0.7738,-0.571,-0.2494,2.8307,2.4455,2.203,-32349526016,-34305236992,-23407439872,70.1557,72.8618,60.433,DOKOL
159858,1503.392,560.9233,364.1994,0.7605,451.1513,0.9875,161889,0.8037,1.5402,0.8888,0.8043,0.0035,0.0023,0.6469,0.9963,117.0464,115.5217,110.4324,30.8156,26.6509,28.0967,-0.5792,-0.1402,-0.2611,2.9403,2.545,2.3726,-22739851264,-21678555136,-19899525120,58.5187,57.7586,55.2128,DOKOL
186236,1628.151,615.6091,385.9771,0.779,486.9528,0.9896,188192,0.6839,1.5949,0.8828,0.791,0.0033,0.0021,0.6257,0.9979,107.021,100.7121,108.8448,31.1978,25.5311,24.9414,-0.312,0.1155,0.1071,2.4252,2.5213,2.5376,-22155165696,-18908143616,-22129031168,53.5082,50.3549,54.42,DOKOL
158157,1510.033,591.0096,340.9958,0.8168,448.7446,0.9947,158995,0.7892,1.7332,0.8716,0.7593,0.0037,0.0022,0.5765,0.9992,126.866,121.1181,116.2913,33.2748,26.8473,24.9182,-0.5511,-0.3076,-0.587,2.6119,2.8771,3.2298,-26854944768,-23685324800,-21562945536,63.4329,60.5601,58.1464,DOKOL
145733,1461.642,570.0002,326.5131,0.8197,430.7587,0.9898,147231,0.794,1.7457,0.8572,0.7557,0.0039,0.0022,0.5711,0.997,115.449,112.8717,109.3377,30.1541,28.1161,25.0016,-0.0069,0.2952,0.132,2.5233,2.2842,2.5747,-20099866624,-18987509760,-17485762560,57.7199,56.434,54.6661,DOKOL
151209,1482.381,544.0471,356.7963,0.7549,438.777,0.9842,153636,0.7315,1.5248,0.8647,0.8065,0.0036,0.0024,0.6505,0.9918,83.2987,75.0434,86.3073,29.4053,27.3335,28.8205,0.4474,1.0156,0.649,2.8051,4.316,3.6684,-10835238912,-8688261120,-11549764608,41.65,37.5235,43.1511,DOKOL
95906,1125.9041,400.1798,305.4454,0.6461,349.4443,0.994,96484,0.7773,1.3102,0.9507,0.8732,0.0042,0.0032,0.7625,0.999,127.5491,131.3761,115.1617,30.5834,24.2483,22.9927,-0.7858,-0.4209,-0.0717,2.9831,2.7621,2.7936,-16254498816,-16864809984,-12705938432,63.775,65.6909,57.583,DOKOL
170267,1617.582,614.0543,354.0693,0.817,465.6078,0.983,173207,0.7196,1.7343,0.8177,0.7583,0.0036,0.0021,0.5749,0.9971,107.0208,100.1189,110.3781,34.8653,30.7398,30.6285,-0.0775,0.0768,-0.2409,2.001,2.1731,2.649,-20769906688,-17685381120,-21484394496,53.5126,50.0612,55.1913,DOKOL
166212,1553.136,571.5416,373.4686,0.757,460.0301,0.9845,168829,0.6771,1.5304,0.8659,0.8049,0.0034,0.0022,0.6479,0.9914,132.9693,133.5494,125.4424,36.0779,28.8753,25.3151,-0.5856,-0.3748,-0.2424,2.5509,2.5038,2.6465,-31475689472,-30780651520,-26618515456,66.4821,66.7748,62.7214,DOKOL
143168,1438.64,522.2192,350.9828,0.7405,426.951,0.9856,145262,0.7836,1.4879,0.8693,0.8176,0.0036,0.0025,0.6684,0.9945,152.3455,150.0145,125.333,34.03,28.8981,30.6818,-1.2669,-0.9577,-0.3983,4.0834,3.5771,2.3895,-35526877184,-33827332096,-23423404032,76.1693,75.0057,62.6653,DOKOL
199707,1711.678,663.8049,384.2429,0.8154,504.2567,0.9924,201232,0.7172,1.7276,0.8566,0.7596,0.0033,0.0019,0.5771,0.9969,139.1584,142.896,135.0905,35.9152,33.1582,30.818,-0.7091,-0.7655,-0.7426,2.4812,2.6765,2.7931,-41450606592,-43275087872,-38162923520,69.5798,71.4512,67.5481,DOKOL
162404,1544.915,608.9265,340.2279,0.8293,454.7298,0.9935,163459,0.7684,1.7898,0.8551,0.7468,0.0037,0.0021,0.5577,0.9981,122.1667,113.1837,109.5339,40.9354,36.8258,32.5798,-0.6827,-0.6001,-0.5187,2.3852,2.371,2.3435,-26668843008,-22380625920,-20412338176,61.0872,56.5926,54.7705,DOKOL
174168,1574.934,587.6588,378.6228,0.7648,470.9114,0.991,175750,0.7985,1.5521,0.8824,0.8013,0.0034,0.0022,0.6421,0.9967,113.6092,108.4231,114.5306,38.0915,33.9242,34.2779,-0.4445,-0.3806,-0.111,2.2814,2.5423,2.4968,-24390127616,-21642842112,-24203325440,56.8031,54.2096,57.2677,DOKOL
143409,1442.124,532.1603,345.7256,0.7602,427.3102,0.9857,145496,0.7043,1.5393,0.8665,0.803,0.0037,0.0024,0.6448,0.9925,131.6851,131.5246,123.3686,27.3193,21.1407,26.0132,-1.0524,-0.3928,-0.2718,4.2144,3.3318,2.7361,-25619701760,-25022607360,-22239576064,65.8422,65.7617,61.6867,DOKOL
96664,1145.434,419.3492,293.6552,0.7139,350.8225,0.9938,97268,0.7939,1.428,0.9258,0.8366,0.0043,0.003,0.6999,0.9995,127.3178,127.0159,113.9956,32.7959,27.5824,29.7622,-0.8973,-0.6974,-0.3969,2.8811,2.7877,2.3993,-16488028160,-16033016832,-12958060544,63.6643,63.5115,57.002,DOKOL
151173,1433.1801,493.1908,390.8281,0.6099,438.7248,0.9886,152921,0.7972,1.2619,0.9249,0.8896,0.0033,0.0026,0.7913,0.9986,102.9134,99.9012,107.7734,34.668,29.9455,30.3418,-0.0277,0.2367,0.1609,2.1517,2.4594,2.358,-17058483200,-15549703168,-18155364352,51.4584,49.9569,53.8931,DOKOL
150399,1482.847,570.9537,336.8778,0.8074,437.6002,0.9878,152253,0.7694,1.6948,0.8595,0.7664,0.0038,0.0022,0.5874,0.9956,142.2562,143.0105,120.6156,34.4488,29.4381,27.5631,-0.8345,-0.5661,-0.6636,3.0465,2.466,2.6738,-32452358144,-32203806720,-22396153856,71.1313,71.5089,60.3126,DOKOL
163973,1515.802,542.8138,386.6868,0.7018,456.9211,0.9848,166510,0.7216,1.4038,0.8968,0.8418,0.0033,0.0024,0.7086,0.9947,110.4333,96.1057,101.3019,26.3694,22.7434,24.0944,-0.4765,0.2827,0.1475,2.7664,3.3375,3.081,-20217860096,-14859089920,-16706228224,55.2172,48.0547,50.6551,DOKOL
107981,1239.067,447.3554,308.2379,0.7247,370.7906,0.9899,109086,0.7703,1.4513,0.8838,0.8289,0.0041,0.0029,0.687,0.9971,134.5973,127.6462,119.7145,39.3168,33.514,34.0395,-0.468,-0.4318,-0.2534,2.0904,2.1685,2.1099,-21296152576,-18590947328,-16373058560,67.2932,63.8242,59.8603,DOKOL
180788,1605.7841,604.344,381.6076,0.7754,479.7775,0.9922,182203,0.785,1.5837,0.8811,0.7939,0.0033,0.0021,0.6302,0.9981,142.2404,141.6842,125.2375,36.0145,31.8832,27.963,-0.8693,-0.2869,-0.5789,3.1145,2.0808,2.4686,-39250636800,-38316040192,-29166972928,71.1161,70.8435,62.6178,DOKOL
137914,1475.6281,570.014,311.584,0.8374,419.0436,0.9835,140228,0.6089,1.8294,0.7959,0.7351,0.0041,0.0023,0.5404,0.9887,143.5222,146.1507,133.2268,40.0318,31.0159,29.4333,-1.056,-1.2398,-0.8692,3.0088,4.0293,3.2276,-31021238272,-31060172800,-25458591744,71.7611,73.0755,66.6119,DOKOL
148517,1463.246,549.3091,346.6294,0.7758,434.8537,0.9918,149749,0.6992,1.5847,0.8717,0.7916,0.0037,0.0023,0.6267,0.9931,139.9318,144.4145,118.8965,33.5968,24.5406,28.1336,-0.8158,-0.3572,-0.0956,3.1494,2.4435,2.1092,-30869807104,-31957917696,-21535674368,69.9621,72.2082,59.4504,DOKOL
179732,1645.203,647.8385,354.4339,0.8371,478.3742,0.9898,181575,0.7411,1.8278,0.8344,0.7384,0.0036,0.002,0.5453,0.9966,93.6029,87.136,95.4295,24.7571,22.5976,21.9017,0.0181,0.8094,0.6843,2.6476,4.6123,4.4744,-15622845440,-13297488896,-15972971520,46.7959,43.5682,47.7134,DOKOL
169147,1569.068,587.965,367.5672,0.7805,464.074,0.9923,170461,0.7039,1.5996,0.8634,0.7893,0.0035,0.0022,0.623,0.9965,116.9435,113.0817,107.3184,27.2325,23.2467,24.3618,-0.6918,-0.1221,-0.1205,3.1199,2.985,3.2159,-23582701568,-21588574208,-19453181952,58.4746,56.5442,53.6629,DOKOL
153048,1523.577,607.1192,321.9273,0.8478,441.4372,0.9922,154253,0.725,1.8859,0.8285,0.7271,0.004,0.0021,0.5287,0.997,122.6003,116.1673,120.8722,28.2341,23.3603,23.2925,-0.7821,-0.5612,-0.6737,3.2017,3.9588,3.7213,-23645988864,-20677664768,-22478458880,61.3006,58.0856,60.4387,DOKOL
154245,1503.598,546.4366,361.8018,0.7494,443.1601,0.9883,156070,0.742,1.5103,0.8573,0.811,0.0035,0.0023,0.6577,0.9934,96.4055,93.7044,92.7976,31.6154,30.2844,32.9301,-0.0573,0.3228,0.3657,2.4202,2.9624,3.0045,-14960579584,-14010061824,-14057613312,48.2049,46.8561,46.4054,DOKOL
144207,1455.647,561.3004,328.1891,0.8113,428.4974,0.9906,145573,0.7559,1.7103,0.8552,0.7634,0.0039,0.0023,0.5828,0.9967,133.4077,128.6071,117.0294,33.0429,26.2763,26.2053,-0.867,-0.422,-0.1656,3.277,2.7337,2.4833,-27102058496,-24426137600,-20047519744,66.7034,64.3021,58.5145,DOKOL
172379,1647.4351,621.3907,354.2521,0.8216,468.4867,0.9804,175830,0.6888,1.7541,0.7981,0.7539,0.0036,0.0021,0.5684,0.9971,102.4928,90.2735,105.8421,29.4885,25.7219,25.3809,-0.0485,0.4872,0.0707,2.3748,3.822,3.4777,-18598156288,-14025698304,-19371372544,51.2499,45.1382,52.925,DOKOL
112819,1255.413,476.7512,301.7341,0.7742,379.0061,0.9933,113578,0.7677,1.58,0.8995,0.795,0.0042,0.0027,0.632,0.9986,133.4311,135.4254,120.672,34.7921,29.2846,32.1839,-0.3021,0.0545,0.4712,2.5769,2.4183,2.2998,-21393035264,-21550960640,-17226102784,66.7188,67.7163,60.3393,DOKOL
201551,1724.1591,673.0964,382.4955,0.8228,506.5794,0.9917,203247,0.7886,1.7598,0.852,0.7526,0.0033,0.0019,0.5664,0.9968,141.0568,139.7514,131.0454,29.1274,24.7309,21.7775,-1.0971,-0.4826,-0.5788,4.043,2.7163,3.3124,-41868271616,-40468987904,-34961629184,70.5276,69.8768,65.5227,DOKOL
143957,1452.262,523.1368,352.3305,0.7392,428.1259,0.9844,146236,0.7746,1.4848,0.8577,0.8184,0.0036,0.0024,0.6697,0.9944,154.6815,150.4548,125.8076,34.9626,29.1245,30.816,-1.3092,-0.8756,-0.3565,4.1478,3.4278,2.4134,-36987568128,-34249711616,-23752157184,77.3446,75.2287,62.9057,DOKOL
156030,1566.979,595.6793,384.2388,0.7641,445.7169,0.9118,171132,0.6319,1.5503,0.7985,0.7482,0.0038,0.0025,0.5599,0.868,141.4377,142.7195,126.9296,38.3508,31.8403,25.6405,-0.6426,-0.4117,-0.3529,2.5952,2.3904,2.6668,-33837977600,-33563627520,-25646532608,70.7212,71.3609,63.4659,DOKOL
175894,1587.17,591.8867,379.7294,0.7671,473.239,0.9932,177106,0.7506,1.5587,0.8774,0.7995,0.0034,0.0022,0.6393,0.9964,100.727,90.2282,95.3538,29.1361,24.8822,27.7008,-0.2323,0.4332,0.3049,2.7883,3.9974,3.2716,-18274963456,-14205623296,-16215183360,50.3612,45.1162,47.6783,DOKOL
167208,1579.176,604.1566,353.461,0.811,461.4064,0.9907,168773,0.6696,1.7093,0.8426,0.7637,0.0036,0.0021,0.5833,0.997,140.124,127.7612,123.9796,33.2891,21.9735,25.6632,-1.2833,-0.7079,-0.588,4.2584,3.787,2.7344,-34792914944,-27492392960,-26157553664,70.0679,63.8854,61.9965,DOKOL
101772,1190.234,437.8928,296.5733,0.7357,359.9724,0.9921,102580,0.7604,1.4765,0.9028,0.8221,0.0043,0.0029,0.6758,0.9978,131.3954,133.3802,119.1755,37.2765,29.9762,30.8305,-0.7477,-0.573,-0.4697,2.489,2.294,2.265,-18920585216,-18878216192,-15024681984,65.6997,66.6945,59.5944,DOKOL
145435,1468.962,529.6494,351.6841,0.7477,430.318,0.9834,147893,0.7516,1.506,0.8469,0.8125,0.0036,0.0024,0.6601,0.9941,122.5559,117.5275,111.1964,29.7007,25.5538,25.7403,-0.5277,0.0919,0.2684,3.5449,3.8267,3.3664,-22610163712,-20339697664,-18142521344,61.2849,58.7703,55.6061,DOKOL
146017,1440.998,536.7607,346.9765,0.763,431.1782,0.9883,147745,0.7445,1.547,0.8837,0.8033,0.0037,0.0024,0.6453,0.9982,120.0754,115.3086,118.904,33.3115,28.6767,28.2241,-0.2223,0.274,0.2238,2.5621,2.6921,2.9658,-22185627648,-19937153024,-21190301696,60.0381,57.6532,59.4519,DOKOL
163469,1513.738,536.2514,391.1683,0.684,456.2184,0.9853,165909,0.7838,1.3709,0.8965,0.8508,0.0033,0.0024,0.7238,0.9922,113.0191,102.0469,102.2376,27.052,23.963,23.4273,-0.2639,0.433,0.306,2.831,3.344,3.5861,-21224015872,-16901419008,-16914098176,56.5079,51.0232,51.118,DOKOL
159802,1530.787,564.7152,362.0923,0.7674,451.0723,0.992,161095,0.6801,1.5596,0.857,0.7988,0.0035,0.0023,0.638,0.995,147.3548,148.1867,122.9946,36.0944,28.684,25.8574,-0.8871,-0.5527,-0.3546,3.0208,2.3733,2.4878,-37314162688,-36777943040,-24607793152,73.6747,74.0935,61.4998,DOKOL
109175,1236.871,438.3364,317.6122,0.6892,372.835,0.991,110166,0.729,1.3801,0.8968,0.8506,0.004,0.0029,0.7235,0.9985,141.0727,138.4075,126.2758,34.8828,24.4166,28.2893,-0.9273,-0.4417,-0.4465,3.1331,2.5458,2.5022,-23194517504,-21455044608,-17945880576,70.5398,69.2101,63.145,DOKOL
175680,1575.722,595.6695,376.3405,0.7751,472.9511,0.9924,177017,0.8067,1.5828,0.8891,0.794,0.0034,0.0021,0.6304,0.9978,141.5457,139.0851,120.8597,33.0225,26.9466,22.1577,-0.7772,-0.2389,-0.0346,3.1069,2.2446,2.7943,-37306486784,-35179409408,-25691805696,70.7764,69.5455,60.4341,DOKOL
132384,1351.8929,480.408,352.3761,0.6797,410.5564,0.991,133593,0.7465,1.3633,0.9103,0.8546,0.0036,0.0027,0.7303,0.9957,127.3763,124.0964,113.0031,34.6467,26.5664,29.0945,-0.974,-0.4174,-0.2715,3.3897,2.5421,2.4274,-22802462720,-20830996480,-17370918912,63.6872,62.0522,56.5056,DOKOL
132872,1375.502,525.5175,322.7784,0.7891,411.3124,0.9906,134127,0.6819,1.6281,0.8825,0.7827,0.004,0.0024,0.6126,0.9974,130.3589,131.7452,110.737,37.47,32.6432,34.454,-0.5377,-0.2393,-0.1995,2.3749,1.8173,1.7672,-24343719936,-24311257088,-17286033408,65.1842,65.8714,55.3698,DOKOL
100547,1172.319,418.8293,306.666,0.6811,357.7994,0.9895,101619,0.7294,1.3658,0.9194,0.8543,0.0042,0.003,0.7298,0.9967,95.0976,86.3199,81.425,31.2549,27.0485,24.3046,-0.147,0.328,0.4785,2.1784,2.8148,3.9101,-9465405440,-7558367232,-6569412096,47.5488,43.1636,40.7164,DOKOL
121786,1302.6949,484.1827,321.4019,0.7479,393.7801,0.9919,122784,0.744,1.5065,0.9018,0.8133,0.004,0.0026,0.6614,0.9964,142.1679,137.3577,127.5787,32.4765,25.4313,26.4096,-1.0564,-0.3753,-0.4389,3.7669,2.3839,2.4107,-26035867648,-23628724224,-20294352896,71.0907,68.6796,63.792,DOKOL
155766,1501.9449,568.3051,351.1553,0.7863,445.3397,0.9876,157724,0.7586,1.6184,0.8677,0.7836,0.0036,0.0023,0.6141,0.9938,91.9429,86.9384,93.9146,21.8202,21.7793,21.5236,0.458,1.2333,0.4307,4.4044,6.2715,4.3607,-12802355200,-11406902272,-13355455488,45.9735,43.4701,46.9607,DOKOL
77054,1010.373,358.0397,274.449,0.6422,313.2223,0.993,77599,0.8018,1.3046,0.9485,0.8748,0.0046,0.0036,0.7653,0.9984,130.3774,124.8933,111.0892,32.5603,22.8696,29.7671,-1.2085,-0.5998,-0.1346,3.8163,3.255,2.2688,-13778324480,-12110615552,-9802575872,65.1898,62.4501,55.5499,DOKOL
139996,1425.17,537.9441,333.2377,0.785,422.1948,0.9928,141018,0.6418,1.6143,0.8661,0.7848,0.0038,0.0024,0.616,0.9943,147.7563,144.3669,129.0181,35.0461,28.8694,31.3251,-1.055,-0.5101,-0.1734,3.396,2.3479,2.0546,-32734414848,-30516697088,-24391043072,73.875,72.1836,64.509,DOKOL
156391,1521.604,569.9616,352.0856,0.7864,446.2322,0.9887,158181,0.6528,1.6188,0.8488,0.7829,0.0036,0.0023,0.613,0.9923,131.9944,121.7788,115.2589,31.2749,28.6816,27.4572,-0.8036,-0.3219,-0.3953,3.3103,2.4362,2.7165,-28535818240,-23887327232,-21187725312,66.0092,60.8989,57.6397,DOKOL
146521,1461.604,551.5557,340.1752,0.7872,431.9217,0.986,148604,0.7464,1.6214,0.8619,0.7831,0.0038,0.0023,0.6132,0.9943,129.6434,119.0465,117.1773,29.8601,24.676,25.6242,-0.949,-0.3844,-0.3875,3.5828,2.7067,2.9111,-25598953472,-20963225600,-20364500992,64.8108,59.5172,58.5842,DOKOL
117648,1276.293,471.5745,318.4257,0.7376,387.0324,0.9931,118469,0.6914,1.481,0.9076,0.8207,0.004,0.0027,0.6736,0.9976,112.1301,110.324,104.7731,36.1849,30.4579,30.9367,-0.6521,-0.1589,-0.1195,2.5888,2.1195,2.3181,-15848130560,-14817743872,-13393996800,56.0748,55.1676,52.3955,DOKOL
60039,911.828,336.7227,228.1414,0.7355,276.4851,0.989,60705,0.7502,1.4759,0.9074,0.8211,0.0056,0.0038,0.6742,0.9951,122.5751,116.0332,123.1962,33.0311,25.5728,29.89,-0.4906,0.2374,-0.0519,2.8271,2.3589,2.2462,-9493458944,-8177310208,-9448558592,61.2796,58.0136,61.5922,DOKOL
129066,1361.24,477.3502,345.5285,0.69,405.3788,0.9846,131091,0.73,1.3815,0.8753,0.8492,0.0037,0.0027,0.7212,0.9963,133.6268,131.456,106.0831,40.0582,36.1178,27.2536,-0.6501,-0.8052,-0.0217,2.4131,2.9627,2.714,-25174841344,-23877249024,-14727612416,66.8138,65.731,53.0454,DOKOL
154464,1463.5551,544.9724,361.5594,0.7482,443.4745,0.9944,155339,0.7135,1.5073,0.9062,0.8138,0.0035,0.0023,0.6622,0.9981,95.0583,93.566,115.5094,37.5116,35.6618,35.1989,-0.1327,0.0294,-0.4976,2.451,2.4448,2.6853,-15321194496,-14636263424,-21938829312,47.5314,46.7847,57.7551,DOKOL
137472,1386.525,511.1523,343.4671,0.7406,418.3716,0.9922,138558,0.7031,1.4882,0.8986,0.8185,0.0037,0.0025,0.6699,0.997,138.4303,137.6562,118.1714,35.1653,31.9543,30.0176,-0.4705,-0.1506,0.1202,2.4551,1.8629,2.4095,-28144125952,-27455727616,-19875577856,69.2153,68.8281,59.0882,DOKOL
142394,1410.396,510.8343,357.1331,0.715,425.7953,0.9844,144650,0.7777,1.4304,0.8995,0.8335,0.0036,0.0025,0.6948,0.9938,128.6478,123.0326,117.8043,37.0876,32.5317,33.2895,-0.1647,0.4203,0.2173,2.4587,2.3263,2.0741,-25369184256,-22655565824,-20829034496,64.3239,61.5135,58.8998,DOKOL
129848,1379.568,509.356,325.7892,0.7687,406.605,0.9846,131885,0.7602,1.5635,0.8574,0.7983,0.0039,0.0025,0.6372,0.9963,157.4149,161.0358,135.7596,28.2615,21.3227,27.0232,-1.1962,-0.3715,-0.0827,4.317,2.3232,2.2412,-33897039872,-34997358592,-24718620672,78.7111,80.5215,67.8836,DOKOL
154111,1503.441,574.9857,341.8783,0.804,442.9675,0.9861,156286,0.7706,1.6818,0.8568,0.7704,0.0037,0.0022,0.5935,0.9982,128.1961,125.4873,116.6464,37.1115,36.083,31.8108,-0.0664,0.1949,0.1055,2.1689,2.0141,2.2152,-27272318976,-25996677120,-21909579776,64.1036,62.746,58.3263,DOKOL
150802,1466.821,553.0468,347.8298,0.7775,438.1861,0.9924,151958,0.7516,1.59,0.8808,0.7923,0.0037,0.0023,0.6278,0.9981,124.372,119.6505,116.3302,34.4341,29.5727,31.6314,-0.7808,-0.5049,-0.4318,2.5315,2.5147,2.5185,-24730392576,-22301835264,-21284450304,62.1784,59.8247,58.1628,DOKOL
174388,1591.974,603.1065,370.933,0.7885,471.2088,0.9887,176384,0.8372,1.6259,0.8647,0.7813,0.0035,0.0021,0.6104,0.9925,133.3566,125.4757,117.6473,34.2672,31.3296,25.6388,-0.347,-0.1042,0.032,2.2618,1.8738,2.4589,-32949585920,-28695267328,-24450680832,66.6753,62.7382,58.8232,DOKOL
169788,1561.29,587.5886,369.6528,0.7773,464.9525,0.9877,171905,0.8115,1.5896,0.8753,0.7913,0.0035,0.0022,0.6261,0.9953,88.7368,81.1818,94.1828,26.7496,24.5074,31.4037,-0.2141,0.4201,0.0735,2.5984,3.6606,2.4445,-13437931520,-11046041600,-15710578688,44.3696,40.594,47.0939,DOKOL
150870,1445.879,537.6102,358.1697,0.7458,438.2849,0.9904,152327,0.713,1.501,0.9069,0.8152,0.0036,0.0024,0.6646,0.9976,122.6048,124.846,120.0798,35.5586,30.5521,31.5222,-0.1636,0.0792,0.0462,2.3663,2.2462,2.1154,-24205848576,-24482635776,-22715193344,61.3043,62.4264,60.0458,DOKOL
191640,1645.98,612.0375,401.4839,0.7548,493.9672,0.991,193385,0.7397,1.5244,0.8889,0.8071,0.0032,0.0021,0.6514,0.993,142.2871,136.8827,115.5671,43.2832,39.3391,31.5011,-0.5624,-0.4522,-0.0949,2.1739,2.1993,1.949,-43052699648,-39097274368,-26683346944,71.1365,68.4399,57.7803,DOKOL
146398,1445.1949,542.8766,344.2591,0.7732,431.7404,0.989,148022,0.7767,1.5769,0.8808,0.7953,0.0037,0.0024,0.6325,0.9974,109.2434,100.7923,102.5657,31.3831,28.4991,28.1038,-0.2811,-0.1478,0.0585,2.4363,2.8043,2.768,-18173194240,-15167342592,-15677341696,54.6219,50.3978,51.2863,DOKOL
79187,1047.858,375.3784,269.2061,0.6969,317.528,0.9885,80108,0.74,1.3944,0.9063,0.8459,0.0047,0.0034,0.7155,0.9977,135.7574,132.1248,128.1628,41.1943,36.0866,39.0378,-0.4817,-0.1893,-0.1602,2.1325,1.9894,1.8957,-16038514688,-14812362752,-14150983680,67.8821,66.0672,64.0849,DOKOL
161855,1551.741,606.4048,341.1171,0.8268,453.9606,0.992,163156,0.7202,1.7777,0.8447,0.7486,0.0037,0.0021,0.5604,0.9963,140.1652,144.2649,126.4928,33.6918,24.3661,23.6378,-0.8811,-0.6031,-0.1673,3.1288,2.9865,2.9026,-33768984576,-34730512384,-26213009408,70.0847,72.1365,63.251,DOKOL
491606,2525.6931,836.6254,750.6882,0.4415,791.1588,0.9952,493956,0.795,1.1145,0.9684,0.9457,0.0017,0.0015,0.8943,0.9966,82.606,88.7453,91.8148,23.696,21.6805,24.1184,0.2204,0.984,0.4839,2.6334,5.3556,3.2644,-32881729536,-37528907776,-40919240704,41.3022,44.3732,45.907,IRAQI
399815,2296.231,776.2232,658.5235,0.5294,713.4846,0.9924,402885,0.7555,1.1787,0.9529,0.9192,0.0019,0.0016,0.8449,0.9959,57.9708,64.2663,67.9953,17.4403,22.1084,24.8872,1.418,2.4435,1.4515,10.8872,12.2215,7.1924,-12283793408,-16041399296,-18494177280,28.9866,32.1348,33.9988,IRAQI
440427,2391.845,843.0915,665.4988,0.6139,748.8452,0.9967,441904,0.7821,1.2669,0.9674,0.8882,0.0019,0.0015,0.7889,0.9995,76.3467,78.6903,71.1247,29.9705,28.0127,28.2907,0.0269,0.6428,0.8186,2.7451,4.175,4.6311,-26851104768,-27893383168,-23108050944,38.1744,39.3475,35.5653,IRAQI
429538,2421.332,871.1118,631.9023,0.6883,739.5301,0.9934,432406,0.7129,1.3786,0.9207,0.8489,0.002,0.0015,0.7207,0.9935,63.6391,71.8384,72.8934,23.4864,25.3532,30.1068,1.8208,2.2523,1.779,11.2838,10.8245,7.7619,-17197692928,-22245658624,-24220592128,31.8175,35.919,36.4468,IRAQI
346264,2140.3511,744.2978,594.7831,0.6012,663.9857,0.9927,348820,0.7726,1.2514,0.9498,0.8921,0.0021,0.0017,0.7958,0.9959,69.4698,71.9525,68.6886,23.7805,23.4541,28.7888,0.4033,1.5729,1.0204,3.0955,7.275,3.927,-16429460480,-17578764288,-17165315072,34.7372,35.9796,34.3479,IRAQI
493734,2577.707,919.6757,685.0148,0.6672,792.8693,0.9937,496873,0.7747,1.3426,0.9338,0.8621,0.0019,0.0014,0.7432,0.9979,76.6082,79.94,80.291,24.3738,25.5474,31.4604,1.082,1.5887,1.0847,7.4624,7.3636,5.2878,-28609906688,-31518064640,-33761247232,38.3052,39.9716,40.1476,IRAQI
375285,2207.188,713.9926,670.2208,0.3448,691.2509,0.9939,377576,0.7511,1.0653,0.968,0.9681,0.0019,0.0018,0.9373,0.9985,55.1769,68.6991,68.4193,24.4676,26.8253,27.7719,2.6975,2.3563,2.2207,17.1564,12.2441,12.1187,-11753201664,-18192128000,-18278250496,27.5903,34.3508,34.2112,IRAQI
419416,2340.7871,788.3764,678.8032,0.5086,730.7647,0.996,421118,0.7754,1.1614,0.9619,0.9269,0.0019,0.0016,0.8592,0.9979,83.7336,92.295,89.7007,25.697,22.8663,26.4191,0.1033,0.6939,0.4477,3.6552,5.6967,4.3216,-29314736128,-34990325760,-33869219840,41.8666,46.1483,44.8515,IRAQI
414712,2341.458,808.0315,654.973,0.5856,726.6552,0.9955,416592,0.7781,1.2337,0.9506,0.8993,0.0019,0.0016,0.8087,0.9977,80.7215,85.7146,84.5292,24.2228,25.6978,28.3003,0.4727,0.9285,0.6831,4.9305,5.248,4.5307,-26606712832,-30417870848,-30268563456,40.3638,42.8604,42.2685,IRAQI
